#The following lines beginning with # are comments. Readable columns names and datatypes are provided as informational comment lines in addition to the database column names.
#If you want to re-upload this table import it as a Generic Table with these header lines unmodified.
#dataproduct_type, calib_level, obs_collection, obs_id, target_name, s_ra, s_dec, t_min, t_max, t_exptime, wavelength_region, filters, em_min, em_max, target_classification, obs_title, t_obs_release, instrument_name, proposal_pi, proposal_id, proposal_type, project, sequence_number, provenance_name, s_region, jpegURL, dataURL, dataRights, mtFlag, srcDen, intentType, obsid, objID, wave_min, wave_max, wave_region
#@string, int, string, string, string, ra, dec, float, float, float, string, string, float, float, string, string, float, string, string, string, string, string, int, string, string, string, string, string, string, float, string, string, string, float, float, string
dataproduct_type,calib_level,obs_collection,obs_id,target_name,s_ra,s_dec,t_min,t_max,t_exptime,wavelength_region,filters,em_min,em_max,target_classification,obs_title,t_obs_release,instrument_name,proposal_pi,proposal_id,proposal_type,project,sequence_number,provenance_name,s_region,jpegURL,dataURL,dataRights,mtFlag,srcDen,intentType,obsid,objID,wave_min,wave_max,wave_region
image,3,PS1,rings.v3.skycell.1360.072.stk.y,1360.072,153.001033513224,2.99987794899243,55547.5764607,56825.2524740222,640,OPTICAL;INFRARED,y,910,1083.80004882813,,PS1 3PI Survey,57741.5416666,GPC1,,,3PI,PS1,-999,3PI,POLYGON ICRS   153.217736     2.783004  153.218058     3.216313  152.784274     3.216738  152.784066     2.783371,http://ps1images.stsci.edu/cgi-bin/fitscut.cgi?red=rings.v3.skycell/1360/072/rings.v3.skycell.1360.072.stk.y.unconv.fits,http://ps1images.stsci.edu/rings.v3.skycell/1360/072/rings.v3.skycell.1360.072.stk.y.unconv.fits,PUBLIC,,5885,science,2121069,42096400,910,1083.80004882813,OPTICAL;INFRARED
timeseries,3,TESS,tess2021039152502-s0035-0000000277712137-0205-s,277712137,153.471510165482,2.76411869276519,59254.921588287,59279.4841551852,120,Optical,TESS,600,1000,,,59312,Photometer,"Ricker, George",G03272,,TESS,35,SPOC,CIRCLE ICRS 153.47151017 2.76411869 0.00138889,,mast:TESS/product/tess2021039152502-s0035-0000000277712137-0205-s_lc.fits,PUBLIC,False,NaN,science,60667778,106881023,600,1000,Optical
timeseries,3,TESS,tess2021336043614-s0046-0000000344859368-0217-s,344859368,150.68226072382,2.51279266961209,59551.0654654051,59578.2040329745,120,Optical,TESS,600,1000,,,59603,Photometer,"Ricker, George",N/A,,TESS,46,SPOC,CIRCLE 150.68226072 2.51279267 0.00138889,,mast:TESS/product/tess2021336043614-s0046-0000000344859368-0217-s_lc.fits,PUBLIC,False,NaN,science,71496334,142817773,600,1000,Optical
image,3,PS1,rings.v3.skycell.1450.008.stk.g,1450.008,152.292440044811,4.19722649016561,55235.4253723,56333.4902874852,688,OPTICAL,g,394.299987792969,559.299987792969,,PS1 3PI Survey,57741.5416666,GPC1,,,3PI,PS1,-999,3PI,POLYGON ICRS   152.511697     3.980944  152.510748     4.414237  152.073010     4.413407  152.074305     3.980196,http://ps1images.stsci.edu/cgi-bin/fitscut.cgi?red=rings.v3.skycell/1450/008/rings.v3.skycell.1450.008.stk.g.unconv.fits,http://ps1images.stsci.edu/rings.v3.skycell/1450/008/rings.v3.skycell.1450.008.stk.g.unconv.fits,PUBLIC,,5885,science,2165745,42141076,394.299987792969,559.299987792969,OPTICAL
timeseries,3,TESS,tess2021310001228-s0045-0000000374208926-0216-s,374208926,158.384996868759,3.84434113702279,59525.0039356713,59550.1244395833,120,Optical,TESS,600,1000,,,59575,Photometer,"Ricker, George",G04191,,TESS,45,SPOC,CIRCLE 158.38499687 3.84434114 0.00138889,,mast:TESS/product/tess2021310001228-s0045-0000000374208926-0216-s_lc.fits,PUBLIC,False,NaN,science,71247025,137220848,600,1000,Optical
image,3,PS1,rings.v3.skycell.1362.087.stk.y,1362.087,158.998582729001,3.39984180800582,55195.4578227,57047.6739786222,660,OPTICAL;INFRARED,y,910,1083.80004882813,,PS1 3PI Survey,57741.5416666,GPC1,,,3PI,PS1,-999,3PI,POLYGON ICRS   159.215603     3.183422  159.215396     3.616662  158.781505     3.616184  158.781827     3.183002,http://ps1images.stsci.edu/cgi-bin/fitscut.cgi?red=rings.v3.skycell/1362/087/rings.v3.skycell.1362.087.stk.y.unconv.fits,http://ps1images.stsci.edu/rings.v3.skycell/1362/087/rings.v3.skycell.1362.087.stk.y.unconv.fits,PUBLIC,,5885,science,2122144,42097475,910,1083.80004882813,OPTICAL;INFRARED
image,3,PS1,rings.v3.skycell.1361.093.stk.g,1361.093,156.600925018027,3.80004017725788,55235.4278908,56661.6020333852,654,OPTICAL,g,394.299987792969,559.299987792969,,PS1 3PI Survey,57741.5416666,GPC1,,,3PI,PS1,-999,3PI,POLYGON ICRS   156.817829     3.583329  156.818045     4.016396  156.383964     4.016714  156.383862     3.583613,http://ps1images.stsci.edu/cgi-bin/fitscut.cgi?red=rings.v3.skycell/1361/093/rings.v3.skycell.1361.093.stk.g.unconv.fits,http://ps1images.stsci.edu/rings.v3.skycell/1361/093/rings.v3.skycell.1361.093.stk.g.unconv.fits,PUBLIC,,5885,science,2121671,42097002,394.299987792969,559.299987792969,OPTICAL
timeseries,3,TESS,tess2021039152502-s0035-0000000344890116-0205-a_fast,344890116,151.126252817536,5.08375187056869,59254.4938819213,59279.4845673264,20,Optical,TESS,600,1000,,,59312,Photometer,"Ricker, George",N/A,,TESS,35,SPOC,CIRCLE ICRS 151.12625282 5.08375187 0.00138889,,mast:TESS/product/tess2021039152502-s0035-0000000344890116-0205-a_fast-lc.fits,PUBLIC,False,NaN,science,60678330,108245984,600,1000,Optical
timeseries,3,TESS,tess2023043185947-s0062-0000000275358283-0254-a_fast,275358283,150.04089306677,2.39720013153,59987.9449451273,60013.6579286343,20,Optical,TESS,600,1000,,,60037,Photometer,"Ricker, George",G05112,,TESS,62,SPOC,CIRCLE 150.04089307 2.39720013 0.00138889,,mast:TESS/product/tess2023043185947-s0062-0000000275358283-0254-a_fast-lc.fits,PUBLIC,False,NaN,science,124158719,823008709,600,1000,Optical
image,3,PS1,rings.v3.skycell.1360.087.stk.i,1360.087,150.998582729001,3.39984180800582,55251.3471461,57024.5738624334,1472,OPTICAL,i,677.799987792969,830.400024414063,,PS1 3PI Survey,57741.5416666,GPC1,,,3PI,PS1,-999,3PI,POLYGON ICRS   151.215603     3.183422  151.215396     3.616662  150.781505     3.616184  150.781827     3.183002,http://ps1images.stsci.edu/cgi-bin/fitscut.cgi?red=rings.v3.skycell/1360/087/rings.v3.skycell.1360.087.stk.i.unconv.fits,http://ps1images.stsci.edu/rings.v3.skycell/1360/087/rings.v3.skycell.1360.087.stk.i.unconv.fits,PUBLIC,,5885,science,2121142,42096473,677.799987792969,830.400024414063,OPTICAL
timeseries,3,TESS,tess2021039152502-s0035-0000000374224806-0205-s,374224806,158.704152617286,1.97856335530977,59254.9214606134,59279.4842479051,120,Optical,TESS,600,1000,,,59312,Photometer,"Ricker, George",N/A,,TESS,35,SPOC,CIRCLE 158.70415262 1.97856336 0.00138889,,mast:TESS/product/tess2021039152502-s0035-0000000374224806-0205-s_lc.fits,PUBLIC,False,NaN,science,60671792,106911267,600,1000,Optical
image,3,PS1,rings.v3.skycell.1359.092.stk.y,1359.092,149.001522530013,3.79966991398891,55195.4634401,56752.2324327222,680,OPTICAL;INFRARED,y,910,1083.80004882813,,PS1 3PI Survey,57741.5416666,GPC1,,,3PI,PS1,-999,3PI,POLYGON ICRS   149.218331     3.582885  149.218653     4.015899  148.784657     4.016429  148.784449     3.583358,http://ps1images.stsci.edu/cgi-bin/fitscut.cgi?red=rings.v3.skycell/1359/092/rings.v3.skycell.1359.092.stk.y.unconv.fits,http://ps1images.stsci.edu/rings.v3.skycell/1359/092/rings.v3.skycell.1359.092.stk.y.unconv.fits,PUBLIC,,5885,science,2120669,42096000,910,1083.80004882813,OPTICAL;INFRARED
timeseries,3,TESS,tess2023315124025-s0072-0000000277893425-0267-s,277893425,157.361115179726,2.48641964674409,60259.6804128472,60285.0731852315,120,Optical,TESS,600,1000,,,60297,Photometer,"Ricker, George",G06092,,TESS,72,SPOC,CIRCLE 157.36111518 2.48641965 0.00138889,,mast:TESS/product/tess2023315124025-s0072-0000000277893425-0267-s_lc.fits,PUBLIC,False,NaN,science,198795328,362247086,600,1000,Optical
image,3,PS1,rings.v3.skycell.1361.067.stk.y,1361.067,154.999071743038,2.59981608798618,55194.5127367,57047.6720203222,1080,OPTICAL;INFRARED,y,910,1083.80004882813,,PS1 3PI Survey,57741.5416666,GPC1,,,3PI,PS1,-999,3PI,POLYGON ICRS   155.215986     2.383243  155.215779     2.816695  154.782100     2.816323  154.782422     2.382929,http://ps1images.stsci.edu/cgi-bin/fitscut.cgi?red=rings.v3.skycell/1361/067/rings.v3.skycell.1361.067.stk.y.unconv.fits,http://ps1images.stsci.edu/rings.v3.skycell/1361/067/rings.v3.skycell.1361.067.stk.y.unconv.fits,PUBLIC,,5885,science,2121544,42096875,910,1083.80004882813,OPTICAL;INFRARED
image,3,PS1,rings.v3.skycell.1362.065.stk.r,1362.065,159.799739248536,2.60019610158057,55247.3772146,56682.532158663,904,OPTICAL,r,538.599975585938,703.599975585938,,PS1 3PI Survey,57741.5416666,GPC1,,,3PI,PS1,-999,3PI,POLYGON ICRS   160.016611     2.383466  160.016616     2.816958  159.582810     2.816883  159.582920     2.383403,http://ps1images.stsci.edu/cgi-bin/fitscut.cgi?red=rings.v3.skycell/1362/065/rings.v3.skycell.1362.065.stk.r.unconv.fits,http://ps1images.stsci.edu/rings.v3.skycell/1362/065/rings.v3.skycell.1362.065.stk.r.unconv.fits,PUBLIC,,5885,science,2122033,42097364,538.599975585938,703.599975585938,OPTICAL
timeseries,3,TESS,tess2021336043614-s0046-0000000277713491-0217-s,277713491,153.560282341398,4.02706029583809,59551.0652590278,59578.2038790278,120,Optical,TESS,600,1000,,,59603,Photometer,"Ricker, George",G04200_G04137,,TESS,46,SPOC,CIRCLE 153.56028234 4.0270603 0.00138889,,mast:TESS/product/tess2021336043614-s0046-0000000277713491-0217-s_lc.fits,PUBLIC,False,NaN,science,71493934,142810388,600,1000,Optical
image,3,PS1,rings.v3.skycell.1450.022.stk.z,1450.022,154.720057479581,4.99819488225046,55236.4416478,57017.6632615222,526,OPTICAL,z,802.799987792969,934.599975585938,,PS1 3PI Survey,57741.5416666,GPC1,,,3PI,PS1,-999,3PI,POLYGON ICRS   154.938737     4.781030  154.939715     5.214615  154.501204     5.215316  154.500574     4.781673,http://ps1images.stsci.edu/cgi-bin/fitscut.cgi?red=rings.v3.skycell/1450/022/rings.v3.skycell.1450.022.stk.z.unconv.fits,http://ps1images.stsci.edu/rings.v3.skycell/1450/022/rings.v3.skycell.1450.022.stk.z.unconv.fits,PUBLIC,,5885,science,2165819,42141150,802.799987792969,934.599975585938,OPTICAL
timeseries,3,TESS,tess2021336043614-s0046-0000000374311481-0217-s,374311481,159.971603298784,4.97029792644562,59551.064695162,59578.2034098727,120,Optical,TESS,600,1000,,,59603,Photometer,"Ricker, George",G04191,,TESS,46,SPOC,CIRCLE 159.9716033 4.97029793 0.00138889,,mast:TESS/product/tess2021336043614-s0046-0000000374311481-0217-s_lc.fits,PUBLIC,False,NaN,science,71498156,142823639,600,1000,Optical
image,3,PS1,rings.v3.skycell.1451.009.stk.y,1451.009,155.933279557531,4.19639320990738,55195.4578227,57047.6730049222,790,OPTICAL;INFRARED,y,910,1083.80004882813,,PS1 3PI Survey,57741.5416666,GPC1,,,3PI,PS1,-999,3PI,POLYGON ICRS   156.152609     3.980261  156.151340     4.413479  155.713777     4.412412  155.715392     3.979299,http://ps1images.stsci.edu/cgi-bin/fitscut.cgi?red=rings.v3.skycell/1451/009/rings.v3.skycell.1451.009.stk.y.unconv.fits,http://ps1images.stsci.edu/rings.v3.skycell/1451/009/rings.v3.skycell.1451.009.stk.y.unconv.fits,PUBLIC,,5885,science,2166253,42141584,910,1083.80004882813,OPTICAL;INFRARED
timeseries,3,TESS,tess2021233042500-s0042-s0046-0000000262687075,262687075,148.597166171915,3.32913061606024,59524.9992288773,59578.2042083796,120,Optical,TESS,600,1000,,,59641,Photometer,"Ricker, George",G04103,,TESS,46,SPOC,CIRCLE 148.59716617 3.32913062 0.00138889,,mast:TESS/product/tess2021233042500-s0042-s0046-0000000262687075-00550_dvt.fits,PUBLIC,False,NaN,science,71743973,144631094,600,1000,Optical
timeseries,3,TESS,tess2021310001228-s0045-0000000344957049-0216-s,344957049,152.281362739274,3.35236250639559,59525.0044568866,59550.1249814931,120,Optical,TESS,600,1000,,,59575,Photometer,"Ricker, George",G04191,,TESS,45,SPOC,CIRCLE 152.28136274 3.35236251 0.00138889,,mast:TESS/product/tess2021310001228-s0045-0000000344957049-0216-s_lc.fits,PUBLIC,False,NaN,science,71245700,137217145,600,1000,Optical
image,3,PS1,rings.v3.skycell.1362.086.stk.z,1362.086,159.399082737361,3.40017306977245,55236.4446749,56631.6563190445,586,OPTICAL,z,802.799987792969,934.599975585938,,PS1 3PI Survey,57741.5416666,GPC1,,,3PI,PS1,-999,3PI,POLYGON ICRS   159.616092     3.183648  159.615991     3.616919  159.182016     3.616632  159.182232     3.183396,http://ps1images.stsci.edu/cgi-bin/fitscut.cgi?red=rings.v3.skycell/1362/086/rings.v3.skycell.1362.086.stk.z.unconv.fits,http://ps1images.stsci.edu/rings.v3.skycell/1362/086/rings.v3.skycell.1362.086.stk.z.unconv.fits,PUBLIC,,5885,science,2122140,42097471,802.799987792969,934.599975585938,OPTICAL
timeseries,3,TESS,tess2023315124025-s0072-0000000277869696-0267-s,277869696,156.62276858328,4.76403160910132,60259.6805502431,60285.0733368056,120,Optical,TESS,600,1000,,,60297,Photometer,"Ricker, George",G06165_G06058,,TESS,72,SPOC,CIRCLE 156.62276858 4.76403161 0.00138889,,mast:TESS/product/tess2023315124025-s0072-0000000277869696-0267-s_lc.fits,PUBLIC,False,NaN,science,198795318,383501831,600,1000,Optical
timeseries,3,TESS,tess2021336043614-s0046-0000000374208712-0217-s,374208712,158.376151111751,4.83259593969291,59551.0648364005,59578.2035304398,120,Optical,TESS,600,1000,,,59603,Photometer,"Ricker, George",G04191,,TESS,46,SPOC,CIRCLE 158.37615111 4.83259594 0.00138889,,mast:TESS/product/tess2021336043614-s0046-0000000374208712-0217-s_lc.fits,PUBLIC,False,NaN,science,71498071,142823362,600,1000,Optical
image,3,PS1,rings.v3.skycell.1361.076.stk.z,1361.076,155.399229492025,3.00016995947624,55236.4416478,57017.6632615222,782,OPTICAL,z,802.799987792969,934.599975585938,,PS1 3PI Survey,57741.5416666,GPC1,,,3PI,PS1,-999,3PI,POLYGON ICRS   155.616186     2.783569  155.616085     3.216966  155.182215     3.216711  155.182432     2.783348,http://ps1images.stsci.edu/cgi-bin/fitscut.cgi?red=rings.v3.skycell/1361/076/rings.v3.skycell.1361.076.stk.z.unconv.fits,http://ps1images.stsci.edu/rings.v3.skycell/1361/076/rings.v3.skycell.1361.076.stk.z.unconv.fits,PUBLIC,,5885,science,2121590,42096921,802.799987792969,934.599975585938,OPTICAL
timeseries,3,TESS,tess2021336043614-s0046-0000000344956039-0217-s,344956039,152.185387867199,3.92002977855424,59551.0653803472,59578.2039756829,120,Optical,TESS,600,1000,,,59603,Photometer,"Ricker, George",G04191,,TESS,46,SPOC,CIRCLE 152.18538787 3.92002978 0.00138889,,mast:TESS/product/tess2021336043614-s0046-0000000344956039-0217-s_lc.fits,PUBLIC,False,NaN,science,71496415,142818035,600,1000,Optical
timeseries,3,TESS,tess2023315124025-s0072-0000000842051075-0267-s,842051075,149.904023053275,2.64122375880204,60259.6810836458,60285.0835774884,120,Optical,TESS,600,1000,,,60297,Photometer,"Ricker, George",G06049,,TESS,72,SPOC,CIRCLE 149.90402305 2.64122376 0.00138889,,mast:TESS/product/tess2023315124025-s0072-0000000842051075-0267-s_lc.fits,PUBLIC,False,NaN,science,198801407,362260093,600,1000,Optical
image,3,PS1,rings.v3.skycell.1360.043.stk.i,1360.043,152.60019199923,1.79973136928589,55251.3488575,57024.5738624334,1324,OPTICAL,i,677.799987792969,830.400024414063,,PS1 3PI Survey,57741.5416666,GPC1,,,3PI,PS1,-999,3PI,POLYGON ICRS   152.816832     1.582902  152.817047     2.016392  152.383495     2.016552  152.383394     1.583028,http://ps1images.stsci.edu/cgi-bin/fitscut.cgi?red=rings.v3.skycell/1360/043/rings.v3.skycell.1360.043.stk.i.unconv.fits,http://ps1images.stsci.edu/rings.v3.skycell/1360/043/rings.v3.skycell.1360.043.stk.i.unconv.fits,PUBLIC,,5885,science,2120922,42096253,677.799987792969,830.400024414063,OPTICAL
image,3,PS1,rings.v3.skycell.1361.085.stk.i,1361.085,155.799641245676,3.40033907577191,55250.4152584,57024.5758371334,1073,OPTICAL,i,677.799987792969,830.400024414063,,PS1 3PI Survey,57741.5416666,GPC1,,,3PI,PS1,-999,3PI,POLYGON ICRS   156.016619     3.183720  156.016624     3.617000  155.582606     3.616904  155.582716     3.183635,http://ps1images.stsci.edu/cgi-bin/fitscut.cgi?red=rings.v3.skycell/1361/085/rings.v3.skycell.1361.085.stk.i.unconv.fits,http://ps1images.stsci.edu/rings.v3.skycell/1361/085/rings.v3.skycell.1361.085.stk.i.unconv.fits,PUBLIC,,5885,science,2121632,42096963,677.799987792969,830.400024414063,OPTICAL
timeseries,3,TESS,tess2021039152502-s0035-0000000277747709-0205-s,277747709,153.913112318773,2.97690665341127,59254.9215849884,59279.4841662847,120,Optical,TESS,600,1000,,,59312,Photometer,"Ricker, George",G03120,,TESS,35,SPOC,CIRCLE ICRS 153.91311232 2.97690665 0.00138889,,mast:TESS/product/tess2021039152502-s0035-0000000277747709-0205-s_lc.fits,PUBLIC,False,NaN,science,60674563,106775887,600,1000,Optical
image,3,PS1,rings.v3.skycell.1361.082.stk.y,1361.082,157.001278270939,3.39984205800761,55195.4578227,57047.6725118222,760,OPTICAL;INFRARED,y,910,1083.80004882813,,PS1 3PI Survey,57741.5416666,GPC1,,,3PI,PS1,-999,3PI,POLYGON ICRS   157.218034     3.183002  157.218356     3.616185  156.784465     3.616662  156.784258     3.183422,http://ps1images.stsci.edu/cgi-bin/fitscut.cgi?red=rings.v3.skycell/1361/082/rings.v3.skycell.1361.082.stk.y.unconv.fits,http://ps1images.stsci.edu/rings.v3.skycell/1361/082/rings.v3.skycell.1361.082.stk.y.unconv.fits,PUBLIC,,5885,science,2121619,42096950,910,1083.80004882813,OPTICAL;INFRARED
image,3,PS1,rings.v3.skycell.1451.006.stk.g,1451.006,157.145954769242,4.19826827784232,55235.4278908,56661.6020333852,1016,OPTICAL,g,394.299987792969,559.299987792969,,PS1 3PI Survey,57741.5416666,GPC1,,,3PI,PS1,-999,3PI,POLYGON ICRS   157.365000     3.981718  157.364692     4.415096  156.926736     4.414740  156.927391     3.981397,http://ps1images.stsci.edu/cgi-bin/fitscut.cgi?red=rings.v3.skycell/1451/006/rings.v3.skycell.1451.006.stk.g.unconv.fits,http://ps1images.stsci.edu/rings.v3.skycell/1451/006/rings.v3.skycell.1451.006.stk.g.unconv.fits,PUBLIC,,5885,science,2166235,42141566,394.299987792969,559.299987792969,OPTICAL
timeseries,3,TESS,tess2018235142541-s0002-s0072-0000000277869696,277869696,156.62276858328,4.76403160910132,59524.9985602662,60285.0775038657,120,Optical,TESS,600,1000,,,60339,Photometer,"Ricker, George",G06165_G06058,,TESS,72,SPOC,CIRCLE 156.62276858 4.76403161 0.00138889,,mast:TESS/product/tess2018235142541-s0002-s0072-0000000277869696-00829_dvt.fits,PUBLIC,False,NaN,science,208736318,383501845,600,1000,Optical
timeseries,3,TESS,tess2026015060000-s1751-0000000275251343-0301-a_fast,275251343,148.213982758977,2.96162388129886,61055.2547834838,61062.4850217824,20,OPTICAL,TESS,600,1000,,,61067,Photometer,"Ricker, George",N/A,,TESS,1751,SPOC,CIRCLE 148.21398276 2.96162388 0.00138889,,mast:TESS/product/tess2026015060000-s1751-0000000275251343-0301-a_fast-lc.fits,PUBLIC,False,NaN,science,378567361,1085468326,600,1000,OPTICAL
image,3,PS1,rings.v3.skycell.1450.029.stk.r,1450.029,151.885675786778,4.99645581914945,55247.3721443,56681.571683763,672,OPTICAL,r,538.599975585938,703.599975585938,,PS1 3PI Survey,57741.5416666,GPC1,,,3PI,PS1,-999,3PI,POLYGON ICRS   152.105327     4.780267  152.104055     5.213781  151.665850     5.212519  151.667471     4.779111,http://ps1images.stsci.edu/cgi-bin/fitscut.cgi?red=rings.v3.skycell/1450/029/rings.v3.skycell.1450.029.stk.r.unconv.fits,http://ps1images.stsci.edu/rings.v3.skycell/1450/029/rings.v3.skycell.1450.029.stk.r.unconv.fits,PUBLIC,,5885,science,2165852,42141183,538.599975585938,703.599975585938,OPTICAL
image,3,PS1,rings.v3.skycell.1359.053.stk.r,1359.053,148.600338751324,2.19991023337428,55191.5343171,57007.5726031334,2422,OPTICAL,r,538.599975585938,703.599975585938,,PS1 3PI Survey,57741.5416666,GPC1,,,3PI,PS1,-999,3PI,POLYGON ICRS   148.817031     1.983062  148.817247     2.416552  148.383589     2.416744  148.383488     1.983220,http://ps1images.stsci.edu/cgi-bin/fitscut.cgi?red=rings.v3.skycell/1359/053/rings.v3.skycell.1359.053.stk.r.unconv.fits,http://ps1images.stsci.edu/rings.v3.skycell/1359/053/rings.v3.skycell.1359.053.stk.r.unconv.fits,PUBLIC,,5885,science,2120473,42095804,538.599975585938,703.599975585938,OPTICAL
timeseries,3,TESS,tess2021336043614-s0046-0000000277869306-0217-s,277869306,156.631158694991,2.98271795182795,59551.0649278357,59578.2035991782,120,Optical,TESS,600,1000,,,59603,Photometer,"Ricker, George",G04191,,TESS,46,SPOC,CIRCLE 156.63115869 2.98271795 0.00138889,,mast:TESS/product/tess2021336043614-s0046-0000000277869306-0217-s_lc.fits,PUBLIC,False,NaN,science,71494009,142810627,600,1000,Optical
timeseries,3,TESS,tess2023315124025-s0072-0000000275308213-0267-s,275308213,149.710483228756,1.79004622996703,60259.6810753819,60285.0835629861,120,Optical,TESS,600,1000,,,60297,Photometer,"Ricker, George",G06049_G06028,,TESS,72,SPOC,CIRCLE 149.71048323 1.79004623 0.00138889,,mast:TESS/product/tess2023315124025-s0072-0000000275308213-0267-s_lc.fits,PUBLIC,False,NaN,science,198795266,362246961,600,1000,Optical
image,3,PS1,rings.v3.skycell.1359.092.stk.r,1359.092,149.001522530013,3.79966991398891,55267.3471657,57007.5719329334,879,OPTICAL,r,538.599975585938,703.599975585938,,PS1 3PI Survey,57741.5416666,GPC1,,,3PI,PS1,-999,3PI,POLYGON ICRS   149.218331     3.582885  149.218653     4.015899  148.784657     4.016429  148.784449     3.583358,http://ps1images.stsci.edu/cgi-bin/fitscut.cgi?red=rings.v3.skycell/1359/092/rings.v3.skycell.1359.092.stk.r.unconv.fits,http://ps1images.stsci.edu/rings.v3.skycell/1359/092/rings.v3.skycell.1359.092.stk.r.unconv.fits,PUBLIC,,5885,science,2120668,42095999,538.599975585938,703.599975585938,OPTICAL
timeseries,3,TESS,tess2025042113628-s0089-0000000277767839-0286-s,277767839,154.140933456122,2.40291299179922,60717.642680162,60745.4259553356,120,Optical,TESS,600,1000,,,60761,Photometer,"Ricker, George",N/A,,TESS,89,SPOC,CIRCLE 154.14093346 2.40291299 0.00138889,,mast:TESS/product/tess2025042113628-s0089-0000000277767839-0286-s_lc.fits,PUBLIC,False,NaN,science,252314806,747923474,600,1000,Optical
timeseries,3,TESS,tess2021336043614-s0046-0000000277771579-0217-s,277771579,155.390575917385,3.96395753453806,59551.0650778125,59578.20372875,120,Optical,TESS,600,1000,,,59603,Photometer,"Ricker, George",G04191,,TESS,46,SPOC,CIRCLE 155.39057592 3.96395753 0.00138889,,mast:TESS/product/tess2021336043614-s0046-0000000277771579-0217-s_lc.fits,PUBLIC,False,NaN,science,71493960,142810468,600,1000,Optical
image,3,PS1,rings.v3.skycell.1450.004.stk.r,1450.004,153.909836743544,4.19847678545197,55247.3721443,56682.528421863,860,OPTICAL,r,538.599975585938,703.599975585938,,PS1 3PI Survey,57741.5416666,GPC1,,,3PI,PS1,-999,3PI,POLYGON ICRS   154.128583     3.981702  154.128917     4.415078  153.690917     4.415197  153.690930     3.981808,http://ps1images.stsci.edu/cgi-bin/fitscut.cgi?red=rings.v3.skycell/1450/004/rings.v3.skycell.1450.004.stk.r.unconv.fits,http://ps1images.stsci.edu/rings.v3.skycell/1450/004/rings.v3.skycell.1450.004.stk.r.unconv.fits,PUBLIC,,5885,science,2165727,42141058,538.599975585938,703.599975585938,OPTICAL
timeseries,3,TESS,tess2021310001228-s0045-0000000275358155-0216-s,275358155,150.038823538311,1.85944590472294,59525.489377037,59550.1251257639,120,Optical,TESS,600,1000,,,59575,Photometer,"Ricker, George",G04191,,TESS,45,SPOC,CIRCLE 150.03882354 1.8594459 0.00138889,,mast:TESS/product/tess2021310001228-s0045-0000000275358155-0216-s_lc.fits,PUBLIC,False,NaN,science,71242888,137211185,600,1000,Optical
image,3,PS1,rings.v3.skycell.1449.016.stk.z,1449.016,149.055620516088,4.598411212505,55236.4380175,57017.6613228222,458,OPTICAL,z,802.799987792969,934.599975585938,,PS1 3PI Survey,57741.5416666,GPC1,,,3PI,PS1,-999,3PI,POLYGON ICRS   149.274826     4.381790  149.274518     4.815337  148.836241     4.814948  148.836897     4.381436,http://ps1images.stsci.edu/cgi-bin/fitscut.cgi?red=rings.v3.skycell/1449/016/rings.v3.skycell.1449.016.stk.z.unconv.fits,http://ps1images.stsci.edu/rings.v3.skycell/1449/016/rings.v3.skycell.1449.016.stk.z.unconv.fits,PUBLIC,,5885,science,2165289,42140620,802.799987792969,934.599975585938,OPTICAL
timeseries,3,TESS,tess2023315124025-s0072-0000000374224757-0267-s,374224757,158.636746475544,1.76102512663276,60259.6802783565,60285.0730421296,120,Optical,TESS,600,1000,,,60297,Photometer,"Ricker, George",G06194,,TESS,72,SPOC,CIRCLE 158.63674648 1.76102513 0.00138889,,mast:TESS/product/tess2023315124025-s0072-0000000374224757-0267-s_lc.fits,PUBLIC,False,NaN,science,198797481,362251643,600,1000,Optical
timeseries,3,TESS,tess2021310001228-s0045-0000000374210280-0216-s,374210280,158.434866271899,3.10825384364214,59525.0039089352,59550.1244075926,120,Optical,TESS,600,1000,,,59575,Photometer,"Ricker, George",G04191,,TESS,45,SPOC,CIRCLE 158.43486627 3.10825384 0.00138889,,mast:TESS/product/tess2021310001228-s0045-0000000374210280-0216-s_lc.fits,PUBLIC,False,NaN,science,71247036,137220870,600,1000,Optical
